awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,journal_count
18360293,2006,2008,12300000,0,14501,3,SE,1,2.0
18360061,2006,2008,11500000,0,14501,3,SE,1,60.0
18360147,2006,2008,14800000,0,14501,3,SE,1,14.0
18370101,2006,2009,14200000,0,14501,4,BIO,1,13.0
18380033,2006,2008,9700000,0,14501,3,BIO,1,23.0
18380043,2006,2009,15100000,0,14501,4,BIO,1,13.0
18370037,2006,2008,14700000,0,14501,3,BIO,1,57.0
18310070,2006,2008,15300000,0,14501,3,INT,1,20.0
18310115,2006,2008,15000000,0,14501,3,INT,1,30.0
18320099,2006,2008,16600000,0,14501,3,HS,1,15.0
18300169,2006,2009,14900000,0,14501,4,INT,1,15.0
18300210,2006,2008,9600000,0,14501,3,INT,1,0.0
18300222,2006,2009,15100000,0,14501,4,INT,1,2.0
18340133,2006,2008,10800000,0,14501,3,SE,1,24.0
18340124,2006,2008,14700000,0,14501,3,SE,1,31.0
18350087,2006,2008,15500000,0,14501,3,SE,1,11.0
18350067,2006,2008,15800000,0,14501,3,SE,1,23.0
18350054,2006,2008,15800000,0,14501,3,SE,1,5.0
18330095,2006,2008,12800000,0,14501,3,HS,1,0.0
18330092,2006,2008,14700000,0,14501,3,HS,1,10.0
18320135,2006,2008,14100000,0,14501,3,HS,1,0.0
18330025,2006,2008,14300000,0,14501,3,HS,1,2.0
18330013,2006,2008,6500000,0,14501,3,HS,1,0.0
18330011,2006,2008,5800000,0,14501,3,HS,1,0.0
18340010,2006,2009,13900000,0,14501,4,SE,1,20.0
19310156,2006,2009,14200000,0,14501,4,INT,1,6.0
19360406,2007,2009,15600000,0,14501,3,SE,1,24.0
19370018,2007,2009,13700000,0,14501,3,BIO,1,21.0
19380020,2007,2009,15400000,0,14501,3,BIO,1,15.0
19380036,2007,2010,15900000,0,14501,4,BIO,1,19.0
19360230,2007,2009,8800000,0,14501,3,SE,1,13.0
19360277,2007,2009,4300000,0,14501,3,SE,1,18.0
19360276,2007,2009,4000000,0,14501,3,SE,1,10.0
19390444,2007,2009,9100000,0,14501,3,BIO,1,29.0
19380143,2007,2009,15700000,0,14501,3,BIO,1,2.0
19380136,2007,2010,10700000,0,14501,4,BIO,1,26.0
19390155,2007,2009,14900000,0,14501,3,BIO,1,19.0
19390100,2007,2010,7800000,0,14501,4,BIO,1,30.0
19310107,2007,2009,8600000,0,14501,3,INT,1,10.0
19310122,2007,2009,15200000,0,14501,3,INT,1,21.0
19300281,2007,2009,15600000,0,14501,3,INT,1,1.0
19310074,2007,2009,14200000,0,14501,3,INT,1,8.0
19330069,2007,2010,13200000,0,14501,4,HS,1,0.0
19330127,2007,2010,14500000,0,14501,4,HS,1,15.0
19330010,2007,2010,14700000,0,14501,4,HS,1,6.0
19330021,2007,2009,9000000,0,14501,3,HS,1,0.0
19320131,2007,2009,13100000,0,14501,3,HS,1,8.0
19320132,2007,2009,12100000,0,14501,3,HS,1,12.0
19340031,2007,2010,10500000,0,14501,4,SE,1,29.0
19340151,2007,2009,10900000,0,14501,3,SE,1,10.0
19300262,2007,2009,13900000,0,14501,3,INT,1,14.0
19300221,2007,2009,13100000,0,14501,3,INT,1,21.0
19300028,2007,2009,14500000,0,14501,3,INT,1,9.0
19300048,2007,2010,14400000,0,14501,4,INT,1,46.0
20370029,2008,2010,14300000,0,14501,3,BIO,1,8.0
20380135,2008,2010,14500000,0,14501,3,BIO,1,7.0
20360203,2008,2010,14100000,0,14501,3,SE,1,12.0
20360261,2008,2010,14900000,0,14501,3,SE,1,15.0
20360262,2008,2010,7400000,0,14501,3,SE,1,2.0
20360161,2008,2011,14100000,0,14501,4,SE,1,18.0
20360375,2008,2010,14400000,0,14501,3,SE,1,1.0
20360351,2008,2010,14000000,0,14501,3,SE,1,10.0
20360382,2008,2010,13500000,0,14501,3,SE,1,39.0
20360272,2008,2012,13800000,0,14501,5,SE,1,4.0
20390327,2008,2010,14300000,0,14501,3,BIO,1,0.0
20390456,2008,2010,15000000,0,14501,3,BIO,1,0.0
20390081,2008,2010,15100000,0,14501,3,BIO,1,16.0
20390080,2008,2010,15100000,0,14501,3,BIO,1,30.0
20390138,2008,2010,15400000,0,14501,3,BIO,1,16.0
20390240,2008,2010,14300000,0,14501,3,BIO,1,42.0
20390262,2008,2010,14300000,0,14501,3,BIO,1,34.0
20310019,2008,2011,14700000,0,14501,4,INT,1,16.0
20310011,2008,2010,14700000,0,14501,3,INT,1,7.0
20300119,2008,2011,14700000,0,14501,4,INT,1,15.0
20300038,2008,2010,11100000,0,14501,3,INT,1,44.0
20300235,2008,2010,13000000,0,14501,3,INT,1,27.0
20350010,2008,2010,15000000,0,14501,3,SE,1,9.0
20340150,2008,2011,6600000,0,14501,4,SE,1,29.0
20360060,2008,2010,15100000,0,14501,3,SE,1,2.0
20360034,2008,2010,14300000,0,14501,3,SE,1,9.0
20330095,2008,2010,12200000,0,14501,3,HS,1,10.0
20330083,2008,2012,9300000,0,14501,5,HS,1,5.0
20330143,2008,2011,14000000,0,14501,4,HS,1,14.0
20330072,2008,2011,7500000,0,14501,4,HS,1,0.0
20330026,2008,2010,14300000,0,14501,3,HS,1,7.0
20330027,2008,2010,14600000,0,14501,3,HS,1,2.0
20330034,2008,2012,14700000,0,14501,5,HS,1,11.0
20330066,2008,2010,14800000,0,14501,3,HS,1,9.0
20330036,2008,2011,16200000,0,14501,4,HS,1,35.0
20340012,2008,2011,13400000,0,14501,4,SE,1,30.0
20340020,2008,2012,7000000,0,14501,5,SE,1,21.0
21360431,2009,2011,14500000,0,14501,3,SE,1,1.0
21380156,2009,2011,12500000,0,14501,3,BIO,1,11.0
21380138,2009,2011,13700000,0,14501,3,BIO,1,11.0
21360430,2009,2011,14600000,0,14501,3,SE,1,21.0
21380005,2009,2012,14400000,0,14501,4,BIO,1,20.0
21360429,2009,2011,13300000,0,14501,3,SE,1,15.0
21360225,2009,2011,13700000,0,14501,3,SE,1,7.0
21360171,2009,2012,13400000,0,14501,4,SE,1,29.0
21360151,2009,2011,14000000,0,14501,3,SE,1,28.0
21360416,2009,2011,14400000,0,14501,3,SE,1,13.0
21360395,2009,2011,13900000,0,14501,3,SE,1,32.0
21360292,2009,2011,8900000,0,14501,3,SE,1,0.0
21360310,2009,2011,13900000,0,14501,3,SE,1,15.0
21390311,2009,2011,14000000,0,14501,3,BIO,1,3.0
21390591,2009,2011,6900000,0,14501,3,BIO,1,3.0
21390462,2009,2011,13500000,0,14501,3,BIO,1,12.0
21390070,2009,2011,14300000,0,14501,3,BIO,1,26.0
21390080,2009,2011,14400000,0,14501,3,BIO,1,18.0
21390228,2009,2011,13900000,0,14501,3,BIO,1,20.0
21310010,2009,2011,13600000,0,14501,3,INT,1,19.0
21310161,2009,2011,10000000,0,14501,3,INT,1,3.0
21320022,2009,2011,5400000,0,14501,3,HS,1,15.0
21300093,2009,2011,13900000,0,14501,3,INT,1,27.0
21300276,2009,2011,14900000,0,14501,3,INT,1,16.0
21300189,2009,2012,14500000,0,14501,4,INT,1,12.0
21350013,2009,2011,15100000,0,14501,3,SE,1,8.0
21340139,2009,2011,9000000,0,14501,3,SE,1,7.0
21350077,2009,2011,12400000,0,14501,3,SE,1,19.0
21360075,2009,2011,11100000,0,14501,3,SE,1,5.0
21360084,2009,2011,15000000,0,14501,3,SE,1,12.0
21330076,2009,2011,13000000,0,14501,3,HS,1,19.0
21330056,2009,2011,12800000,0,14501,3,HS,1,24.0
21330057,2009,2011,13000000,0,14501,3,HS,1,13.0
21330103,2009,2011,12600000,0,14501,3,HS,1,5.0
21330110,2009,2011,14500000,0,14501,3,HS,1,3.0
21330006,2009,2011,11900000,0,14501,3,HS,1,11.0
21330011,2009,2012,12500000,0,14501,4,HS,1,11.0
21320156,2009,2011,8900000,0,14501,3,HS,1,0.0
21330040,2009,2012,12700000,0,14501,4,HS,1,4.0
21330016,2009,2011,6700000,0,14501,3,HS,1,0.0
21340036,2009,2012,4100000,0,14501,4,SE,1,20.0
21340040,2009,2013,14200000,0,14501,5,SE,1,30.0
22320008,2010,2012,5100000,0,14501,3,HS,1,19.0
22320104,2010,2012,12900000,0,14501,3,HS,1,11.0
22310130,2010,2012,14500000,0,14501,3,INT,1,11.0
22310100,2010,2012,13100000,0,14501,3,INT,1,86.0
22330129,2010,2013,11900000,0,14501,4,HS,1,17.0
22330130,2010,2013,10600000,0,14501,4,HS,1,8.0
22330131,2010,2012,8900000,0,14501,3,HS,1,31.0
22320169,2010,2012,14600000,0,14501,3,HS,1,11.0
22330032,2010,2012,9300000,0,14501,3,HS,1,0.0
22330085,2010,2012,13200000,0,14501,3,HS,1,4.0
22330096,2010,2013,13300000,0,14501,4,HS,1,14.0
22330044,2010,2012,12300000,0,14501,3,HS,1,3.0
22330069,2010,2012,7600000,0,14501,3,HS,1,16.0
22390234,2010,2012,9700000,0,14501,3,BIO,1,12.0
22390324,2010,2012,11800000,0,14501,3,BIO,1,16.0
22300230,2010,2014,11900000,0,14501,5,INT,1,6.0
22300189,2010,2012,14000000,0,14501,3,INT,1,34.0
22300091,2010,2014,14000000,0,14501,5,INT,1,18.0
22300035,2010,2012,12700000,0,14501,3,INT,1,27.0
22300165,2010,2013,11100000,0,14501,4,INT,1,3.0
22380031,2010,2012,12600000,0,14501,3,BIO,1,19.0
22370034,2010,2012,14500000,0,14501,3,BIO,1,49.0
22360345,2010,2012,15200000,0,14501,3,SE,1,3.0
22360355,2010,2012,12100000,0,14501,3,SE,1,24.0
22360367,2010,2013,14100000,0,14501,4,SE,1,33.0
22370018,2010,2012,10700000,0,14501,3,BIO,1,11.0
22360379,2010,2012,14500000,0,14501,3,SE,1,16.0
22390105,2010,2012,9600000,0,14501,3,BIO,1,14.0
22390053,2010,2012,14400000,0,14501,3,BIO,1,4.0
22380136,2010,2012,14400000,0,14501,3,BIO,1,1.0
22380151,2010,2012,15300000,0,14501,3,BIO,1,22.0
22390048,2010,2012,13800000,0,14501,3,BIO,1,11.0
22350042,2010,2012,14200000,0,14501,3,SE,1,13.0
22340154,2010,2012,15000000,0,14501,3,SE,1,12.0
22350094,2010,2012,14800000,0,14501,3,SE,1,6.0
22350061,2010,2012,13800000,0,14501,3,SE,1,9.0
22340010,2010,2013,8900000,0,14501,4,SE,1,15.0
22340125,2010,2012,14100000,0,14501,3,SE,1,17.0
22340126,2010,2014,14700000,0,14501,5,SE,1,27.0
22340102,2010,2012,14700000,0,14501,3,SE,1,18.0
22340100,2010,2013,14300000,0,14501,4,SE,1,9.0
22340099,2010,2012,14400000,0,14501,3,SE,1,11.0
22340101,2010,2012,13800000,0,14501,3,SE,1,8.0
22360207,2010,2012,11600000,0,14501,3,SE,1,39.0
23360268,2011,2013,5000000,0,14501,3,SE,1,14.0
23360212,2011,2013,14800000,0,14501,3,SE,1,39.0
23360258,2011,2013,6500000,0,14501,3,SE,1,2.0
23370013,2011,2015,13500000,0,14501,5,BIO,1,17.0
23360378,2011,2013,13500000,0,14501,3,SE,1,17.0
23350114,2011,2013,15300000,0,14501,3,SE,1,6.0
23360013,2011,2013,16000000,0,14501,3,SE,1,15.0
23350009,2011,2014,15200000,0,14501,4,SE,1,8.0
23350043,2011,2013,15200000,0,14501,3,SE,1,11.0
23360156,2011,2013,14800000,0,14501,3,SE,1,9.0
23360056,2011,2013,14800000,0,14501,3,SE,1,25.0
23360057,2011,2013,13900000,0,14501,3,SE,1,18.0
23390071,2011,2013,15200000,0,14501,3,BIO,1,14.0
23390251,2011,2013,14800000,0,14501,3,BIO,1,1.0
23380085,2011,2013,14100000,0,14501,3,BIO,1,8.0
23370061,2011,2013,15500000,0,14501,3,BIO,1,28.0
23380018,2011,2014,14600000,0,14501,4,BIO,1,5.0
23380165,2011,2013,14300000,0,14501,3,BIO,1,12.0
23310064,2011,2013,14200000,0,14501,3,INT,1,2.0
23300303,2011,2013,14400000,0,14501,3,INT,1,21.0
23310077,2011,2014,14100000,0,14501,4,INT,1,26.0
23300075,2011,2013,15700000,0,14501,3,INT,1,1.0
23300133,2011,2014,15900000,0,14501,4,INT,1,8.0
23300060,2011,2013,14900000,0,14501,3,INT,1,35.0
23300038,2011,2013,15600000,0,14501,3,INT,1,5.0
23300039,2011,2014,14800000,0,14501,4,INT,1,17.0
23300047,2011,2014,14600000,0,14501,4,INT,1,5.0
23300230,2011,2014,6700000,0,14501,4,INT,1,0.0
23300231,2011,2013,14600000,0,14501,3,INT,1,8.0
23300157,2011,2015,15500000,0,14501,5,INT,1,9.0
23340148,2011,2015,13200000,0,14501,5,SE,1,14.0
23340128,2011,2015,15300000,0,14501,5,SE,1,25.0
23340178,2011,2013,9400000,0,14501,3,SE,1,3.0
23340072,2011,2014,15200000,0,14501,4,SE,1,9.0
23340103,2011,2013,15400000,0,14501,3,SE,1,7.0
23320073,2011,2013,5200000,0,14501,3,HS,1,15.0
23320068,2011,2014,7700000,0,14501,4,HS,1,2.0
23330106,2011,2013,8600000,0,14501,3,HS,1,16.0
23330146,2011,2013,13000000,0,14501,3,HS,1,0.0
23330027,2011,2013,9300000,0,14501,3,HS,1,0.0
23330033,2011,2013,13500000,0,14501,3,HS,1,12.0
23330044,2011,2013,13700000,0,14501,3,HS,1,4.0
23330043,2011,2013,9300000,0,14501,3,HS,1,0.0
23390365,2011,2014,13800000,0,14501,4,BIO,1,6.0
23390508,2011,2014,13700000,0,14501,4,BIO,1,6.0
24370101,2012,2015,14100000,ichibu_kikin,14501,4,BIO,1,14.0
24370090,2012,2014,13800000,ichibu_kikin,14501,3,BIO,1,3.0
24360342,2012,2014,14900000,ichibu_kikin,14501,3,SE,1,5.0
24360320,2012,2014,14200000,ichibu_kikin,14501,3,SE,1,17.0
24360319,2012,2014,15400000,ichibu_kikin,14501,3,SE,1,3.0
24360396,2012,2015,12800000,ichibu_kikin,14501,4,SE,1,12.0
24360121,2012,2014,14500000,ichibu_kikin,14501,3,SE,1,15.0
24360046,2012,2014,14500000,ichibu_kikin,14501,3,SE,1,2.0
24360070,2012,2014,14400000,ichibu_kikin,14501,3,SE,1,22.0
24360250,2012,2014,12100000,ichibu_kikin,14501,3,SE,1,8.0
24360180,2012,2014,13200000,ichibu_kikin,14501,3,SE,1,15.0
24360208,2012,2014,6300000,ichibu_kikin,14501,3,SE,1,12.0
24360207,2012,2014,13000000,ichibu_kikin,14501,3,SE,1,10.0
24360193,2012,2015,13000000,ichibu_kikin,14501,4,SE,1,31.0
24390321,2012,2015,14300000,ichibu_kikin,14501,4,BIO,1,54.0
24390234,2012,2014,13800000,ichibu_kikin,14501,3,BIO,1,2.0
24390498,2012,2014,8600000,ichibu_kikin,14501,3,BIO,1,5.0
24390388,2012,2014,14100000,ichibu_kikin,14501,3,BIO,1,3.0
24390114,2012,2014,14500000,ichibu_kikin,14501,3,BIO,1,4.0
24390080,2012,2014,14400000,ichibu_kikin,14501,3,BIO,1,9.0
24330021,2012,2014,7600000,ichibu_kikin,14501,3,HS,1,0.0
24320168,2012,2015,14200000,ichibu_kikin,14501,4,HS,1,7.0
24330011,2012,2014,13300000,ichibu_kikin,14501,3,HS,1,8.0
24340050,2012,2014,15000000,ichibu_kikin,14501,3,SE,1,1.0
24340017,2012,2015,5000000,ichibu_kikin,14501,4,SE,1,6.0
24340085,2012,2014,15700000,ichibu_kikin,14501,3,SE,1,5.0
24330120,2012,2014,7100000,ichibu_kikin,14501,3,HS,1,6.0
24330142,2012,2014,12900000,ichibu_kikin,14501,3,HS,1,1.0
24330132,2012,2014,12200000,ichibu_kikin,14501,3,HS,1,10.0
24330079,2012,2016,13200000,ichibu_kikin,14501,5,HS,1,7.0
24330080,2012,2016,13400000,ichibu_kikin,14501,5,HS,1,15.0
24330103,2012,2015,13300000,ichibu_kikin,14501,4,HS,1,18.0
24330102,2012,2015,12300000,ichibu_kikin,14501,4,HS,1,0.0
24330171,2012,2016,10600000,ichibu_kikin,14501,5,HS,1,20.0
24330154,2012,2015,12300000,ichibu_kikin,14501,4,HS,1,1.0
24300007,2012,2014,13800000,ichibu_kikin,14501,3,INT,1,55.0
24300104,2012,2014,13900000,ichibu_kikin,14501,3,INT,1,2.0
24300056,2012,2016,13500000,ichibu_kikin,14501,5,INT,1,9.0
24350009,2012,2015,14200000,ichibu_kikin,14501,4,SE,1,4.0
24350073,2012,2015,14500000,ichibu_kikin,14501,4,SE,1,19.0
24300331,2012,2014,14900000,ichibu_kikin,14501,3,INT,1,6.0
24300297,2012,2015,12900000,ichibu_kikin,14501,4,INT,1,11.0
24310065,2012,2014,13600000,ichibu_kikin,14501,3,INT,1,2.0
24300270,2012,2014,14600000,ichibu_kikin,14501,3,INT,1,12.0
25286009,2013,2015,11900000,ichibu_kikin,14501,3,SE,1,18.0
25286017,2013,2015,15200000,ichibu_kikin,14501,3,SE,1,10.0
25285077,2013,2016,13000000,ichibu_kikin,14501,4,HS,1,4.0
25285078,2013,2017,13100000,ichibu_kikin,14501,5,HS,1,0.0
25285027,2013,2015,10100000,ichibu_kikin,14501,3,HS,1,0.0
25285042,2013,2015,12900000,ichibu_kikin,14501,3,HS,1,1.0
25285132,2013,2016,8900000,ichibu_kikin,14501,4,HS,1,47.0
25285138,2013,2015,12800000,ichibu_kikin,14501,3,HS,1,9.0
25288049,2013,2016,14100000,ichibu_kikin,14501,4,SE,1,20.0
25287143,2013,2015,14400000,ichibu_kikin,14501,3,SE,1,5.0
25288004,2013,2015,14900000,ichibu_kikin,14501,3,SE,1,9.0
25288054,2013,2017,13900000,ichibu_kikin,14501,5,SE,1,19.0
25287018,2013,2016,5100000,ichibu_kikin,14501,4,SE,1,6.0
25284177,2013,2016,4900000,ichibu_kikin,14501,4,HS,1,4.0
25282093,2013,2016,11600000,ichibu_kikin,14501,4,INT,1,17.0
25282038,2013,2015,13900000,ichibu_kikin,14501,3,INT,1,3.0
25282053,2013,2016,13700000,ichibu_kikin,14501,4,INT,1,10.0
25280091,2013,2015,11600000,ichibu_kikin,14501,3,INT,1,34.0
25282103,2013,2015,12800000,ichibu_kikin,14501,3,INT,1,13.0
25284019,2013,2015,12700000,ichibu_kikin,14501,3,HS,1,17.0
25284104,2013,2015,13100000,ichibu_kikin,14501,3,HS,1,8.0
25282104,2013,2015,13000000,ichibu_kikin,14501,3,INT,1,21.0
25293060,2013,2015,13200000,ichibu_kikin,14501,3,BIO,1,18.0
25293071,2013,2017,13200000,ichibu_kikin,14501,5,BIO,1,9.0
25293078,2013,2015,13300000,ichibu_kikin,14501,3,BIO,1,7.0
25293131,2013,2015,14500000,ichibu_kikin,14501,3,BIO,1,5.0
25292151,2013,2015,10300000,ichibu_kikin,14501,3,BIO,1,1.0
25292089,2013,2016,13600000,ichibu_kikin,14501,4,BIO,1,7.0
25292156,2013,2015,11700000,ichibu_kikin,14501,3,BIO,1,8.0
25292192,2013,2015,14100000,ichibu_kikin,14501,3,BIO,1,7.0
25292160,2013,2015,8900000,ichibu_kikin,14501,3,BIO,1,3.0
25293309,2013,2015,11100000,ichibu_kikin,14501,3,BIO,1,26.0
25293265,2013,2015,13900000,ichibu_kikin,14501,3,BIO,1,18.0
25292072,2013,2015,13500000,ichibu_kikin,14501,3,BIO,1,6.0
25289209,2013,2016,10600000,ichibu_kikin,14501,4,SE,1,2.0
25289195,2013,2017,13500000,ichibu_kikin,14501,5,SE,1,2.0
25289307,2013,2017,12200000,ichibu_kikin,14501,5,SE,1,10.0
25289033,2013,2015,14500000,ichibu_kikin,14501,3,SE,1,5.0
25289154,2013,2015,14000000,ichibu_kikin,14501,3,SE,1,20.0
25289102,2013,2016,13400000,ichibu_kikin,14501,4,SE,1,13.0
25291073,2013,2016,13500000,ichibu_kikin,14501,4,BIO,1,6.0
25291087,2013,2015,13800000,ichibu_kikin,14501,3,BIO,1,30.0
25292034,2013,2016,14500000,ichibu_kikin,14501,4,BIO,1,22.0
25292065,2013,2016,13100000,ichibu_kikin,14501,4,BIO,1,4.0
25292028,2013,2015,12700000,ichibu_kikin,14501,3,BIO,1,4.0
25292008,2013,2015,14800000,ichibu_kikin,14501,3,BIO,1,17.0
25292022,2013,2016,14500000,ichibu_kikin,14501,4,BIO,1,2.0
25290076,2013,2015,14100000,ichibu_kikin,14501,3,BIO,1,2.0
26290062,2014,2016,13400000,ichibu_kikin,14501,3,BIO,1,4.0
26291022,2014,2016,12800000,ichibu_kikin,14501,3,BIO,1,12.0
26291031,2014,2016,12800000,ichibu_kikin,14501,3,BIO,1,14.0
26292025,2014,2016,12300000,ichibu_kikin,14501,3,BIO,1,0.0
26291043,2014,2016,12700000,ichibu_kikin,14501,3,BIO,1,10.0
26292004,2014,2017,11900000,ichibu_kikin,14501,4,BIO,1,6.0
26289088,2014,2017,12600000,ichibu_kikin,14501,4,SE,1,8.0
26289322,2014,2018,12100000,ichibu_kikin,14501,5,SE,1,6.0
26289260,2014,2016,12800000,ichibu_kikin,14501,3,SE,1,0.0
26293317,2014,2016,12300000,ichibu_kikin,14501,3,BIO,1,4.0
26293203,2014,2017,12900000,ichibu_kikin,14501,4,BIO,1,31.0
26293337,2014,2018,9200000,ichibu_kikin,14501,5,BIO,1,4.0
26293461,2014,2017,9100000,ichibu_kikin,14501,4,BIO,1,0.0
26292193,2014,2016,13600000,ichibu_kikin,14501,3,BIO,1,3.0
26292169,2014,2017,12500000,ichibu_kikin,14501,4,BIO,1,2.0
26293026,2014,2016,12900000,ichibu_kikin,14501,3,BIO,1,3.0
26292118,2014,2017,12200000,ichibu_kikin,14501,4,BIO,1,30.0
26293065,2014,2016,12500000,ichibu_kikin,14501,3,BIO,1,7.0
26285004,2014,2016,11300000,ichibu_kikin,14501,3,HS,1,1.0
26280127,2014,2016,9800000,ichibu_kikin,14501,3,INT,1,6.0
26280040,2014,2016,13700000,ichibu_kikin,14501,3,INT,1,4.0
26280059,2014,2016,10800000,ichibu_kikin,14501,3,INT,1,7.0
26282036,2014,2016,9100000,ichibu_kikin,14501,3,INT,1,2.0
26287046,2014,2017,12800000,ichibu_kikin,14501,4,SE,1,2.0
26287081,2014,2016,12700000,ichibu_kikin,14501,3,SE,1,6.0
26289008,2014,2016,13300000,ichibu_kikin,14501,3,SE,1,19.0
26289009,2014,2016,12500000,ichibu_kikin,14501,3,SE,1,12.0
26288103,2014,2016,12800000,ichibu_kikin,14501,3,SE,1,10.0
26289018,2014,2016,12600000,ichibu_kikin,14501,3,SE,1,7.0
26288079,2014,2016,12700000,ichibu_kikin,14501,3,SE,1,2.0
26285098,2014,2017,12600000,ichibu_kikin,14501,4,HS,1,23.0
26285099,2014,2017,8800000,ichibu_kikin,14501,4,HS,1,4.0
26285101,2014,2016,10500000,ichibu_kikin,14501,3,HS,1,0.0
26285056,2014,2016,13400000,ichibu_kikin,14501,3,HS,1,12.0
26285086,2014,2018,10500000,ichibu_kikin,14501,5,HS,1,3.0
26287007,2014,2018,8800000,ichibu_kikin,14501,5,SE,1,9.0
15H04451,2015,2018,12700000,0,14501,4,BIO,1,2.0
15H04443,2015,2018,12800000,0,14501,4,BIO,1,9.0
15H04436,2015,2018,12700000,0,14501,4,BIO,1,7.0
15H04352,2015,2017,12400000,0,14501,3,BIO,1,8.0
15H04422,2015,2017,14000000,0,14501,3,BIO,1,4.0
15H04391,2015,2018,13500000,0,14501,4,BIO,1,18.0
15H04195,2015,2018,13500000,0,14501,4,SE,1,4.0
15H03920,2015,2017,12800000,0,14501,3,SE,1,16.0
15H03893,2015,2017,13100000,0,14501,3,SE,1,0.0
15H04058,2015,2017,13500000,0,14501,3,SE,1,6.0
15H04049,2015,2018,11900000,0,14501,4,SE,1,48.0
15H04059,2015,2017,8700000,0,14501,3,SE,1,21.0
15H04106,2015,2018,12800000,0,14501,4,SE,1,6.0
15H04848,2015,2017,13600000,0,14501,3,BIO,1,0.0
15H04856,2015,2017,13500000,0,14501,3,BIO,1,0.0
15H05084,2015,2017,6200000,0,14501,3,BIO,1,20.0
15H05085,2015,2017,10300000,0,14501,3,BIO,1,9.0
15H02993,2015,2017,13900000,0,14501,3,INT,1,6.0
15H03033,2015,2018,12400000,0,14501,4,INT,1,2.0
15H03206,2015,2018,11300000,0,14501,4,HS,1,15.0
15H02805,2015,2017,13300000,0,14501,3,INT,1,12.0
15H02703,2015,2018,13800000,0,14501,4,INT,1,25.0
15H02916,2015,2017,13000000,0,14501,3,INT,1,7.0
15H02897,2015,2017,13300000,0,14501,3,INT,1,2.0
15H02868,2015,2017,12800000,0,14501,3,INT,1,1.0
15H03689,2015,2017,13600000,0,14501,3,SE,1,5.0
15H03690,2015,2017,13500000,0,14501,3,SE,1,1.0
15H03716,2015,2018,13200000,0,14501,4,SE,1,11.0
15H03717,2015,2018,13400000,0,14501,4,SE,1,5.0
15H03626,2015,2019,11400000,0,14501,5,SE,1,15.0
15H03771,2015,2017,13200000,0,14501,3,SE,1,6.0
15H03378,2015,2017,3300000,0,14501,3,HS,1,5.0
15H03379,2015,2018,12300000,0,14501,4,HS,1,8.0
15H03380,2015,2017,6100000,0,14501,3,HS,1,0.0
15H03366,2015,2017,12300000,0,14501,3,HS,1,19.0
15H03393,2015,2018,10200000,0,14501,4,HS,1,4.0
15H03290,2015,2017,11100000,0,14501,3,HS,1,8.0
15H03321,2015,2017,11300000,0,14501,3,HS,1,2.0
15H03580,2015,2017,13300000,0,14501,3,SE,1,3.0
15H03447,2015,2017,15200000,0,14501,3,HS,1,2.0
15H03474,2015,2017,14000000,0,14501,3,HS,1,5.0
16H03671,2016,2018,12300000,0,14501,3,HS,1,10.0
16H03679,2016,2018,13200000,0,14501,3,HS,1,2.0
16H03680,2016,2018,13300000,0,14501,3,HS,1,3.0
16H03681,2016,2018,11300000,0,14501,3,HS,1,1.0
16H03617,2016,2019,12600000,0,14501,4,HS,1,12.0
16H03618,2016,2020,12400000,0,14501,5,HS,1,8.0
16H03645,2016,2018,11600000,0,14501,3,HS,1,0.0
16H03552,2016,2019,13100000,0,14501,4,HS,1,14.0
16H03559,2016,2019,7900000,0,14501,4,HS,1,0.0
16H03580,2016,2019,13300000,0,14501,4,HS,1,1.0
16H03588,2016,2019,12300000,0,14501,4,HS,1,5.0
16H04040,2016,2019,13900000,0,14501,4,SE,1,25.0
16H04041,2016,2018,14100000,0,14501,3,SE,1,7.0
16H03828,2016,2019,14700000,0,14501,4,SE,1,47.0
16H02993,2016,2018,9700000,0,14501,3,INT,1,2.0
16H03059,2016,2018,13600000,0,14501,3,INT,1,10.0
16H03078,2016,2019,13200000,0,14501,4,INT,1,36.0
16H03006,2016,2018,5700000,0,14501,3,INT,1,13.0
16H03017,2016,2019,6200000,0,14501,4,INT,1,11.0
16H02803,2016,2018,13000000,0,14501,3,INT,1,25.0
16H02908,2016,2019,13700000,0,14501,4,INT,1,11.0
16H02860,2016,2019,12300000,0,14501,4,INT,1,1.0
16H02874,2016,2019,10200000,0,14501,4,INT,1,18.0
16H03403,2016,2018,6100000,0,14501,3,HS,1,2.0
16H03313,2016,2018,12300000,0,14501,3,HS,1,1.0
16H03135,2016,2018,13300000,0,14501,3,INT,1,16.0
16H03194,2016,2018,13400000,0,14501,3,INT,1,4.0
16H05132,2016,2018,13600000,0,14501,3,BIO,1,16.0
16H05227,2016,2018,13900000,0,14501,3,BIO,1,12.0
16H05214,2016,2018,13700000,0,14501,3,BIO,1,5.0
16H05152,2016,2018,13500000,0,14501,3,BIO,1,14.0
16H04936,2016,2018,12700000,0,14501,3,BIO,1,16.0
16H04862,2016,2019,12800000,0,14501,4,BIO,1,19.0
16H04883,2016,2018,13000000,0,14501,3,BIO,1,4.0
16H05015,2016,2019,13200000,0,14501,4,BIO,1,10.0
16H05004,2016,2018,12700000,0,14501,3,BIO,1,1.0
16H05481,2016,2018,13400000,0,14501,3,BIO,1,10.0
